cod_ibge,ente,capital,regiao,uf,esfera,exercicio,populacao,cnpj
1506500,Santa Izabel do Pará,0  ,NO,PA,M,2020,70801,05171699000176
1506559,Santa Luzia do Pará,0  ,NO,PA,M,2020,19848,63887848000102
1506583,Santa Maria das Barreiras,0  ,NO,PA,M,2020,21449,10249381000109
1506609,Santa Maria do Pará,0  ,NO,PA,M,2020,24861,05149174000134
1506708,Santana do Araguaia,0  ,NO,PA,M,2020,72817,05832977000199
1506807,Santarém,0  ,NO,PA,M,2020,304589,05182233000176
1506906,Santarém Novo,0  ,NO,PA,M,2020,6709,05149182000180
1507003,Santo Antônio do Tauá,0  ,NO,PA,M,2020,31482,05059936000101
1507102,São Caetano de Odivelas,0  ,NO,PA,M,2020,18050,05351614000131
1507151,São Domingos do Araguaia,0  ,NO,PA,M,2020,25557,83211391000110
1507201,São Domingos do Capim,0  ,NO,PA,M,2020,31989,05193115000163
1507300,São Félix do Xingu,0  ,NO,PA,M,2020,128481,05421300000168
1507409,São Francisco do Pará,0  ,NO,PA,M,2020,15882,05125992000105
1507458,São Geraldo do Araguaia,0  ,NO,PA,M,2020,24847,10249241000122
1507466,São João da Ponta,0  ,NO,PA,M,2020,6139,01613320000180
1507474,São João de Pirabas,0  ,NO,PA,M,2020,23045,22981153000108
1507508,São João do Araguaia,0  ,NO,PA,M,2020,13996,05854534000107
1507607,São Miguel do Guamá,0  ,NO,PA,M,2020,58986,05193073000160
1507706,São Sebastião da Boa Vista,0  ,NO,PA,M,2020,26640,05105143000181
1507755,Sapucaia,0  ,NO,PA,M,2020,5930,01617317000134
1507805,Senador José Porfírio,0  ,NO,PA,M,2020,11658,05421110000140
1507904,Soure,0  ,NO,PA,M,2020,25374,05133863000150
1507953,Tailândia,0  ,NO,PA,M,2020,106339,22941355000118
1507961,Terra Alta,0  ,NO,PA,M,2020,11720,34823518000147
1507979,Terra Santa,0  ,NO,PA,M,2020,18769,23060866000193
1508001,Tomé-Açu,0  ,NO,PA,M,2020,63447,05196530000170
1508035,Tracuateua,0  ,NO,PA,M,2020,30959,01612999000192
1508050,Trairão,0  ,NO,PA,M,2020,18989,10221760000182
1508084,Tucumã,0  ,NO,PA,M,2020,39602,22981088000102
1508100,Tucuruí,0  ,NO,PA,M,2020,113659,05251632000141
1508126,Ulianópolis,0  ,NO,PA,M,2020,59210,83334672000160
1508159,Uruará,0  ,NO,PA,M,2020,45476,34593541000192
1508209,Vigia,0  ,NO,PA,M,2020,53686,05351606000195
1508308,Viseu,0  ,NO,PA,M,2020,61403,04873618000117
1508357,Vitória do Xingu,0  ,NO,PA,M,2020,15134,34887935000153
1508407,Xinguara,0  ,NO,PA,M,2020,44751,04144150000120
1600055,Serra do Navio,0  ,NO,AP,M,2020,5397,34925230000183
1600105,Amapá,0  ,NO,AP,M,2020,9109,05989116000119
1600154,Pedra Branca do Amapari,0  ,NO,AP,M,2020,16502,34925131000100
1600204,Calçoene,0  ,NO,AP,M,2020,11117,05990437000133
1600212,Cutias,0  ,NO,AP,M,2020,5983,34925198000136
1600238,Ferreira Gomes,0  ,NO,AP,M,2020,7780,23066814000124
1600253,Itaubal,0  ,NO,AP,M,2020,5503,34925214000190
1600279,Laranjal do Jari,0  ,NO,AP,M,2020,50410,23066905000160
1600303,Macapá,1  ,NO,AP,M,2020,503327,05995766000177
1600402,Mazagão,0  ,NO,AP,M,2020,21632,05986427000124
1600501,Oiapoque,0  ,NO,AP,M,2020,27270,05990445000180
1600535,Porto Grande,0  ,NO,AP,M,2020,21971,34925206000144
1600550,Pracuúba,0  ,NO,AP,M,2020,5120,34925222000137
1600600,Santana,0  ,NO,AP,M,2020,121364,23066640000108
1600709,Tartarugalzinho,0  ,NO,AP,M,2020,17315,23066632000153
1600808,Vitória do Jari,0  ,NO,AP,M,2020,15931,00720553000119
1700251,Abreulândia,0  ,CO,TO,M,2020,2579,37425451000180
1700301,Aguiarnópolis,0  ,CO,TO,M,2020,6733,01634074000142
1700350,Aliança do Tocantins,0  ,CO,TO,M,2020,5390,25042219000184
1700400,Almas,0  ,CO,TO,M,2020,7055,01138551000189
1700707,Alvorada,0  ,CO,TO,M,2020,8412,01800242000122
1701002,Ananás,0  ,CO,TO,M,2020,9549,00237362000109
1701051,Angico,0  ,CO,TO,M,2020,3433,25064098000171
1701101,Aparecida do Rio Negro,0  ,CO,TO,M,2020,4795,25086638000118
1701309,Aragominas,0  ,CO,TO,M,2020,5758,25063884000154
1701903,Araguacema,0  ,CO,TO,M,2020,7086,02070621000177
1702000,Araguaçu,0  ,CO,TO,M,2020,8517,02391407000112
1702109,Araguaína,0  ,CO,TO,M,2020,180470,01830793000139
1702158,Araguanã,0  ,CO,TO,M,2020,5729,25063892000109
1702208,Araguatins,0  ,CO,TO,M,2020,35761,01237403000111
1702307,Arapoema,0  ,CO,TO,M,2020,6643,00237370000147
1702406,Arraias,0  ,CO,TO,M,2020,10567,01125780000169
1702554,Augustinópolis,0  ,CO,TO,M,2020,18412,00237206000130
1702703,Aurora do Tocantins,0  ,CO,TO,M,2020,3757,01067107000110
1702901,Axixá do Tocantins,0  ,CO,TO,M,2020,9756,00766725000195
1703008,Babaçulândia,0  ,CO,TO,M,2020,10664,02401248000190
1703057,Bandeirantes do Tocantins,0  ,CO,TO,M,2020,3553,01612819000172
1703073,Barra do Ouro,0  ,CO,TO,M,2020,4591,01612818000128
1703107,Barrolândia,0  ,CO,TO,M,2020,5632,24851453000190
1703206,Bernardo Sayão,0  ,CO,TO,M,2020,4459,25086596000115
1703305,Bom Jesus do Tocantins,0  ,CO,TO,M,2020,4894,37420775000126
1703602,Brasilândia do Tocantins,0  ,CO,TO,M,2020,2201,37420718000147
1703701,Brejinho de Nazaré,0  ,CO,TO,M,2020,5497,02884153000174
1703800,Buriti do Tocantins,0  ,CO,TO,M,2020,11348,25061722000187
1703826,Cachoeirinha,0  ,CO,TO,M,2020,2275,25064064000187
1703842,Campos Lindos,0  ,CO,TO,M,2020,10116,25063959000105
1703867,Cariri do Tocantins,0  ,CO,TO,M,2020,4382,37344397000149
1703883,Carmolândia,0  ,CO,TO,M,2020,2580,25063868000161
1703891,Carrasco Bonito,0  ,CO,TO,M,2020,4095,25064023000190
1703909,Caseara,0  ,CO,TO,M,2020,5369,24851487000184
1704105,Centenário,0  ,CO,TO,M,2020,2905,37420676000144
1704600,Chapada de Areia,0  ,CO,TO,M,2020,1406,01625984000169
1705102,Chapada da Natividade,0  ,CO,TO,M,2020,3333,01613086000190
1705508,Colinas do Tocantins,0  ,CO,TO,M,2020,35424,01795483000120
1705557,Combinado,0  ,CO,TO,M,2020,4852,33255043000177
1705607,Conceição do Tocantins,0  ,CO,TO,M,2020,4105,01067149000150
1706001,Couto Magalhães,0  ,CO,TO,M,2020,5588,02133098000180
1706100,Cristalândia,0  ,CO,TO,M,2020,7289,01067156000152
1706258,Crixás do Tocantins,0  ,CO,TO,M,2020,1722,01612821000141
1706506,Darcinópolis,0  ,CO,TO,M,2020,6097,25064072000123
1707009,Dianópolis,0  ,CO,TO,M,2020,22139,01138957000161
1707108,Divinópolis do Tocantins,0  ,CO,TO,M,2020,6900,24851461000136
1707207,Dois Irmãos do Tocantins,0  ,CO,TO,M,2020,7198,02070563000181
1707306,Dueré,0  ,CO,TO,M,2020,4686,01351667000100
1707405,Esperantina,0  ,CO,TO,M,2020,10996,25064080000170
1707553,Fátima,0  ,CO,TO,M,2020,3835,00114801000188
1707652,Figueirópolis,0  ,CO,TO,M,2020,5263,00003848000174
1707702,Filadélfia,0  ,CO,TO,M,2020,8856,00766709000100
1708205,Formoso do Araguaia,0  ,CO,TO,M,2020,18440,02075216000141
1708254,Fortaleza do Tabocão,0  ,CO,TO,M,2020,2589,37421112000126
1708304,Goianorte,0  ,CO,TO,M,2020,5123,25086612000170
1709005,Goiatins,0  ,CO,TO,M,2020,13019,01832476000151
1709302,Guaraí,0  ,CO,TO,M,2020,25923,02070548000133
1709500,Gurupi,0  ,CO,TO,M,2020,86647,01803618000152
1709807,Ipueiras,0  ,CO,TO,M,2020,2015,01613094000137
1710508,Itacajá,0  ,CO,TO,M,2020,7433,02411726000142
1710706,Itaguatins,0  ,CO,TO,M,2020,5864,01395458000150
1710904,Itapiratins,0  ,CO,TO,M,2020,3777,37425683000139
1711100,Itaporã do Tocantins,0  ,CO,TO,M,2020,2427,02739753000149
1711506,Jaú do Tocantins,0  ,CO,TO,M,2020,3849,37344413000101
1711803,Juarina,0  ,CO,TO,M,2020,2193,37426509000100
1711902,Lagoa da Confusão,0  ,CO,TO,M,2020,13357,26753137000100
1711951,Lagoa do Tocantins,0  ,CO,TO,M,2020,4316,37420916000100
1712009,Lajeado,0  ,CO,TO,M,2020,3134,37420650000104
1712157,Lavandeira,0  ,CO,TO,M,2020,1923,01618402000117
1712405,Lizarda,0  ,CO,TO,M,2020,3740,02070571000128
1712454,Luzinópolis,0  ,CO,TO,M,2020,3108,01631059000140
1712504,Marianópolis do Tocantins,0  ,CO,TO,M,2020,5175,24851479000138
1712702,Mateiros,0  ,CO,TO,M,2020,2684,26753129000164
1712801,Maurilândia do Tocantins,0  ,CO,TO,M,2020,3426,25064015000144
1713205,Miracema do Tocantins,0  ,CO,TO,M,2020,18248,02070357000171
1713304,Miranorte,0  ,CO,TO,M,2020,13434,02070720000159
1713601,Monte do Carmo,0  ,CO,TO,M,2020,7947,01067891000166
1713700,Monte Santo do Tocantins,0  ,CO,TO,M,2020,2279,01613093000192
1713809,Palmeiras do Tocantins,0  ,CO,TO,M,2020,6658,25064056000130
1713957,Muricilândia,0  ,CO,TO,M,2020,3551,25063876000108
1714203,Natividade,0  ,CO,TO,M,2020,9244,01809474000141
1714302,Nazaré,0  ,CO,TO,M,2020,3898,00766691000139
1714880,Nova Olinda,0  ,CO,TO,M,2020,11819,00001602000163
1715002,Nova Rosalândia,0  ,CO,TO,M,2020,4260,24851495000120
1715101,Novo Acordo,0  ,CO,TO,M,2020,4342,01067933000169
1715150,Novo Alegre,0  ,CO,TO,M,2020,2332,33266248000158
1715259,Novo Jardim,0  ,CO,TO,M,2020,2722,33265943000103
1715507,Oliveira de Fátima,0  ,CO,TO,M,2020,1112,01629809000140
1715705,Palmeirante,0  ,CO,TO,M,2020,6026,25064049000139
1715754,Palmeirópolis,0  ,CO,TO,M,2020,7659,00007401000173
1716109,Paraíso do Tocantins,0  ,CO,TO,M,2020,51252,00299180000154
1716208,Paranã,0  ,CO,TO,M,2020,10449,01126556000191
1716307,Pau D'Arco,0  ,CO,TO,M,2020,4849,25063991000182
1716505,Pedro Afonso,0  ,CO,TO,M,2020,13578,02070589000120
1716604,Peixe,0  ,CO,TO,M,2020,11749,02396166000102
1716653,Pequizeiro,0  ,CO,TO,M,2020,5477,25086604000123
1716703,Colméia,0  ,CO,TO,M,2020,8205,02070746000105
1717008,Pindorama do Tocantins,0  ,CO,TO,M,2020,4447,02155331000126
1717206,Piraquê,0  ,CO,TO,M,2020,3028,25063942000140
1717503,Pium,0  ,CO,TO,M,2020,7654,01189497000109
1717800,Ponte Alta do Bom Jesus,0  ,CO,TO,M,2020,4596,01067966000109
1717909,Ponte Alta do Tocantins,0  ,CO,TO,M,2020,8039,01067974000155
1718006,Porto Alegre do Tocantins,0  ,CO,TO,M,2020,3139,33254558000152
1718204,Porto Nacional,0  ,CO,TO,M,2020,53010,00299198000156
1718303,Praia Norte,0  ,CO,TO,M,2020,8432,25061789000111
1718402,Presidente Kennedy,0  ,CO,TO,M,2020,3684,01785492000130
1718451,Pugmil,0  ,CO,TO,M,2020,2688,01615883000107
1718501,Recursolândia,0  ,CO,TO,M,2020,4293,37421146000110
1718550,Riachinho,0  ,CO,TO,M,2020,4645,25063926000157
2502805,Brejo do Cruz,0  ,NE,PB,M,2020,14122,08767154000115
2502904,Brejo dos Santos,0  ,NE,PB,M,2020,6449,09164716000107
2503001,Caaporã,0  ,NE,PB,M,2020,21828,08865644000154
2503100,Cabaceiras,0  ,NE,PB,M,2020,5611,08702862000178
2503209,Cabedelo,0  ,NE,PB,M,2020,67736,09012493000154
2503308,Cachoeira dos Índios,0  ,NE,PB,M,2020,10244,08923997000163
2503407,Cacimba de Areia,0  ,NE,PB,M,2020,3682,08874984000141
2503506,Cacimba de Dentro,0  ,NE,PB,M,2020,17187,08929648000159
2503555,Cacimbas,0  ,NE,PB,M,2020,7173,01612686000134
2503605,Caiçara,0  ,NE,PB,M,2020,7201,09070624000150
2503704,Cajazeiras,0  ,NE,PB,M,2020,61993,08923971000115
2503753,Cajazeirinhas,0  ,NE,PB,M,2020,3193,01612687000189
2503803,Caldas Brandão,0  ,NE,PB,M,2020,6014,08809071000141
2503902,Camalaú,0  ,NE,PB,M,2020,6013,09073271000141
2504009,Campina Grande,0  ,NE,PB,M,2020,409731,08993917000146
2504033,Capim,0  ,NE,PB,M,2020,6523,01612304000172
2504074,Caraúbas,0  ,NE,PB,M,2020,4162,01612638000146
2504108,Carrapateira,0  ,NE,PB,M,2020,2659,08924003000123
2504157,Casserengue,0  ,NE,PB,M,2020,7468,01617975000126
2504207,Catingueira,0  ,NE,PB,M,2020,4932,08885287000196
2504306,Catolé do Rocha,0  ,NE,PB,M,2020,30546,09067562000127
2504355,Caturité,0  ,NE,PB,M,2020,4852,01612640000115
2504405,Conceição,0  ,NE,PB,M,2020,18982,08943227000182
2504504,Condado,0  ,NE,PB,M,2020,6654,09151473000164
2504603,Conde,0  ,NE,PB,M,2020,24670,08916645000180
2504702,Congo,0  ,NE,PB,M,2020,4786,08870164000181
2504801,Coremas,0  ,NE,PB,M,2020,15445,08939936000194
2504850,Coxixola,0  ,NE,PB,M,2020,1921,01612757000107
2504900,Cruz do Espírito Santo,0  ,NE,PB,M,2020,17319,08902934000120
2505006,Cubati,0  ,NE,PB,M,2020,7797,08732182000105
2505105,Cuité,0  ,NE,PB,M,2020,20338,08732174000150
2505204,Cuitegi,0  ,NE,PB,M,2020,6803,08781791000146
2505238,Cuité de Mamanguape,0  ,NE,PB,M,2020,6353,01612341000180
2505279,Curral de Cima,0  ,NE,PB,M,2020,5227,01612372000131
2505303,Curral Velho,0  ,NE,PB,M,2020,2516,08886947000153
2505352,Damião,0  ,NE,PB,M,2020,5330,01612636000157
2505402,Desterro,0  ,NE,PB,M,2020,8297,08925968000130
2505501,Vista Serrana,0  ,NE,PB,M,2020,3798,09151598000194
2505600,Diamante,0  ,NE,PB,M,2020,6552,08942229000157
2505709,Dona Inês,0  ,NE,PB,M,2020,10453,08782146000148
2505808,Duas Estradas,0  ,NE,PB,M,2020,3596,08787012000110
2505907,Emas,0  ,NE,PB,M,2020,3522,08944084000123
2506004,Esperança,0  ,NE,PB,M,2020,33007,08993909000108
2506103,Fagundes,0  ,NE,PB,M,2020,11253,08737694000156
2506202,Frei Martinho,0  ,NE,PB,M,2020,2989,08737785000191
2506251,Gado Bravo,0  ,NE,PB,M,2020,8316,01612651000103
2506301,Guarabira,0  ,NE,PB,M,2020,58833,08785479000120
2506400,Gurinhém,0  ,NE,PB,M,2020,14129,08809444000184
2506509,Gurjão,0  ,NE,PB,M,2020,3428,09073685000170
2506608,Ibiara,0  ,NE,PB,M,2020,5929,08943268000179
2506707,Imaculada,0  ,NE,PB,M,2020,11819,08883969000160
2506806,Ingá,0  ,NE,PB,M,2020,18103,08810350000125
2506905,Itabaiana,0  ,NE,PB,M,2020,24477,09072430000193
2507002,Itaporanga,0  ,NE,PB,M,2020,24692,08940694000159
2507101,Itapororoca,0  ,NE,PB,M,2020,18664,09165176000178
2507200,Itatuba,0  ,NE,PB,M,2020,10962,08865628000161
2507309,Jacaraú,0  ,NE,PB,M,2020,14431,08947699000103
2507408,Jericó,0  ,NE,PB,M,2020,7739,08931495000184
2507507,João Pessoa,1  ,NE,PB,M,2020,809015,08778326000156
2507606,Juarez Távora,0  ,NE,PB,M,2020,7936,08919490000136
2507705,Juazeirinho,0  ,NE,PB,M,2020,18171,08996886000187
2507804,Junco do Seridó,0  ,NE,PB,M,2020,7150,09084054000157
2507903,Juripiranga,0  ,NE,PB,M,2020,10756,08865933000153
2508000,Juru,0  ,NE,PB,M,2020,9867,08888950000106
2508109,Lagoa,0  ,NE,PB,M,2020,4666,09151796000158
2508208,Lagoa de Dentro,0  ,NE,PB,M,2020,7719,09071622000185
2508307,Lagoa Seca,0  ,NE,PB,M,2020,27503,08997611000168
2508406,Lastro,0  ,NE,PB,M,2020,2737,08999716000156
2508505,Livramento,0  ,NE,PB,M,2020,7256,08738916000155
2508554,Logradouro,0  ,NE,PB,M,2020,4332,01612986000113
2508604,Lucena,0  ,NE,PB,M,2020,13080,08924813000180
2508703,Mãe d'Água,0  ,NE,PB,M,2020,4009,09084088000141
2508802,Malta,0  ,NE,PB,M,2020,5759,09151861000145
2508901,Mamanguape,0  ,NE,PB,M,2020,44882,08898124000148
2509008,Manaíra,0  ,NE,PB,M,2020,10955,09148131000195
2509057,Marcação,0  ,NE,PB,M,2020,8558,01612351000116
2509107,Mari,0  ,NE,PB,M,2020,21837,08917106000166
2509156,Marizópolis,0  ,NE,PB,M,2020,6617,01612941000149
2509206,Massaranduba,0  ,NE,PB,M,2020,13918,08739138000119
2509305,Mataraca,0  ,NE,PB,M,2020,8434,08898256000170
2509339,Matinhas,0  ,NE,PB,M,2020,4500,01612641000160
2509370,Mato Grosso,0  ,NE,PB,M,2020,2908,01613316000111
2509396,Maturéia,0  ,NE,PB,M,2020,6569,01612689000178
2509404,Mogeiro,0  ,NE,PB,M,2020,13284,08866501000167
2509503,Montadas,0  ,NE,PB,M,2020,5669,08739351000120
2509602,Monte Horebe,0  ,NE,PB,M,2020,4816,08924011000170
2509701,Monteiro,0  ,NE,PB,M,2020,33222,09073628000191
2509800,Mulungu,0  ,NE,PB,M,2020,9902,08786865000137
2509909,Natuba,0  ,NE,PB,M,2020,10454,09072448000195
2510006,Nazarezinho,0  ,NE,PB,M,2020,7301,08999708000100
2510105,Nova Floresta,0  ,NE,PB,M,2020,10638,08739625000181
2510204,Nova Olinda,0  ,NE,PB,M,2020,5949,08889297000108
2510303,Nova Palmeira,0  ,NE,PB,M,2020,4906,08739930000173
2510402,Olho d'Água,0  ,NE,PB,M,2020,6526,08944076000187
2510501,Olivedos,0  ,NE,PB,M,2020,3932,08740102000155
2510600,Ouro Velho,0  ,NE,PB,M,2020,3039,08872459000197
2510659,Parari,0  ,NE,PB,M,2020,1771,01612532000142
2510709,Passagem,0  ,NE,PB,M,2020,2419,08876104000176
2510808,Patos,0  ,NE,PB,M,2020,107605,09084815000170
2510907,Paulista,0  ,NE,PB,M,2020,12347,08945727000153
2511004,Pedra Branca,0  ,NE,PB,M,2020,3801,08889826000165
2511103,Pedra Lavrada,0  ,NE,PB,M,2020,7843,08740466000135
2511202,Pedras de Fogo,0  ,NE,PB,M,2020,28458,09072455000197
2511301,Piancó,0  ,NE,PB,M,2020,16075,09148727000195
2511400,Picuí,0  ,NE,PB,M,2020,18703,08741399000173
2511509,Pilar,0  ,NE,PB,M,2020,11917,08867780000183
2511608,Pilões,0  ,NE,PB,M,2020,6635,08786626000187
2511707,Pilõezinhos,0  ,NE,PB,M,2020,4976,08788903000190
2511806,Pirpirituba,0  ,NE,PB,M,2020,10579,08789299000117
2511905,Pitimbu,0  ,NE,PB,M,2020,19065,08916785000159
2512002,Pocinhos,0  ,NE,PB,M,2020,18564,08741688000172
2512036,Poço Dantas,0  ,NE,PB,M,2020,3888,01615653000148
2512077,Poço de José de Moura,0  ,NE,PB,M,2020,4307,01615784000125
2104503,Governador Archer,0  ,NE,MA,M,2020,10840,06138150000142
2104552,Governador Edison Lobão,0  ,NE,MA,M,2020,18296,01597627000134
2104602,Governador Eugênio Barros,0  ,NE,MA,M,2020,16828,06101117000148
2104628,Governador Luiz Rocha,0  ,NE,MA,M,2020,7807,01578554000133
2104651,Governador Newton Bello,0  ,NE,MA,M,2020,10180,01615124000144
2104677,Governador Nunes Freire,0  ,NE,MA,M,2020,25577,01612834000110
2104701,Graça Aranha,0  ,NE,MA,M,2020,6262,06140594000112
2104800,Grajaú,0  ,NE,MA,M,2020,69527,06377063000148
2104909,Guimarães,0  ,NE,MA,M,2020,12030,05505334000130
2105005,Humberto de Campos,0  ,NE,MA,M,2020,28717,06222616000193
2105104,Icatu,0  ,NE,MA,M,2020,27113,05296298000142
2105153,Igarapé do Meio,0  ,NE,MA,M,2020,14177,01612346000103
2105203,Igarapé Grande,0  ,NE,MA,M,2020,11320,06323208000128
2105302,Imperatriz,0  ,NE,MA,M,2020,258682,06158455000116
2105351,Itaipava do Grajaú,0  ,NE,MA,M,2020,16057,01612546000166
2105401,Itapecuru Mirim,0  ,NE,MA,M,2020,68203,05648696000180
2105427,Itinga do Maranhão,0  ,NE,MA,M,2020,26000,01614537000104
2105450,Jatobá,0  ,NE,MA,M,2020,10153,01616678000166
2105476,Jenipapo dos Vieiras,0  ,NE,MA,M,2020,16515,01614441000146
2105500,João Lisboa,0  ,NE,MA,M,2020,23632,07000300000110
2105609,Joselândia,0  ,NE,MA,M,2020,16168,06376974000150
2105658,Junco do Maranhão,0  ,NE,MA,M,2020,3432,01612334000189
2105708,Lago da Pedra,0  ,NE,MA,M,2020,50266,06021810000100
2105807,Lago do Junco,0  ,NE,MA,M,2020,10840,06460026000107
2105906,Lago Verde,0  ,NE,MA,M,2020,16257,06021174000117
2105922,Lagoa do Mato,0  ,NE,MA,M,2020,11250,01613315000177
2105948,Lago dos Rodrigues,0  ,NE,MA,M,2020,8873,01612541000133
2105963,Lagoa Grande do Maranhão,0  ,NE,MA,M,2020,11394,01612337000112
2105989,Lajeado Novo,0  ,NE,MA,M,2020,7550,01598548000148
2106003,Lima Campos,0  ,NE,MA,M,2020,11893,06933519000109
2106102,Loreto,0  ,NE,MA,M,2020,12157,06229538000159
2106201,Luís Domingues,0  ,NE,MA,M,2020,6951,05292594000175
2106300,Magalhães de Almeida,0  ,NE,MA,M,2020,19826,06988976000109
2106326,Maracaçumé,0  ,NE,MA,M,2020,21395,01612336000178
2106359,Marajá do Sena,0  ,NE,MA,M,2020,7792,01555070000179
2106375,Maranhãozinho,0  ,NE,MA,M,2020,16265,01612327000187
2106409,Mata Roma,0  ,NE,MA,M,2020,16829,06119945000103
2106508,Matinha,0  ,NE,MA,M,2020,23370,06158729000177
2106607,Matões,0  ,NE,MA,M,2020,33782,06114631000118
2106631,Matões do Norte,0  ,NE,MA,M,2020,16745,01612831000187
2106672,Milagres do Maranhão,0  ,NE,MA,M,2020,8464,01612319000130
2106706,Mirador,0  ,NE,MA,M,2020,21015,06140818000196
2106755,Miranda do Norte,0  ,NE,MA,M,2020,28381,12553806000196
2106805,Mirinzal,0  ,NE,MA,M,2020,14962,06342240000150
2106904,Monção,0  ,NE,MA,M,2020,33434,06190243000116
2107001,Montes Altos,0  ,NE,MA,M,2020,9160,06759104000160
2107100,Morros,0  ,NE,MA,M,2020,19433,05489935000105
2107209,Nina Rodrigues,0  ,NE,MA,M,2020,14454,06124408000151
2107258,Nova Colinas,0  ,NE,MA,M,2020,5384,01608768000105
2107308,Nova Iorque,0  ,NE,MA,M,2020,4683,05303565000161
2107357,Nova Olinda do Maranhão,0  ,NE,MA,M,2020,20928,01612625000177
2107407,Olho d'Água das Cunhãs,0  ,NE,MA,M,2020,19505,06014005000150
2107456,Olinda Nova do Maranhão,0  ,NE,MA,M,2020,14701,01612629000155
2107506,Paço do Lumiar,0  ,NE,MA,M,2020,122197,06003636000173
2107605,Palmeirândia,0  ,NE,MA,M,2020,19722,06209936000103
2107704,Paraibano,0  ,NE,MA,M,2020,21386,05303144000130
2107803,Parnarama,0  ,NE,MA,M,2020,34907,06115117000105
2107902,Passagem Franca,0  ,NE,MA,M,2020,19019,10438570000111
2108009,Pastos Bons,0  ,NE,MA,M,2020,19472,05277173000175
2108058,Paulino Neves,0  ,NE,MA,M,2020,16035,01562914000109
2108108,Paulo Ramos,0  ,NE,MA,M,2020,21040,06029524000191
2108207,Pedreiras,0  ,NE,MA,M,2020,39229,06184253000149
2108256,Pedro do Rosário,0  ,NE,MA,M,2020,25144,01614946000100
2108306,Penalva,0  ,NE,MA,M,2020,38470,06179402000181
2108405,Peri Mirim,0  ,NE,MA,M,2020,14318,41611856000180
2108454,Peritoró,0  ,NE,MA,M,2020,23196,01612537000175
2108504,Pindaré-Mirim,0  ,NE,MA,M,2020,32941,06189344000177
2108603,Pinheiro,0  ,NE,MA,M,2020,83387,06200745000180
2108702,Pio XII,0  ,NE,MA,M,2020,21485,06447833000181
2108801,Pirapemas,0  ,NE,MA,M,2020,18625,07623366000166
2108900,Poção de Pedras,0  ,NE,MA,M,2020,17873,06202808000138
2109007,Porto Franco,0  ,NE,MA,M,2020,23885,06208946000124
2109056,Porto Rico do Maranhão,0  ,NE,MA,M,2020,5975,01612542000188
2109106,Presidente Dutra,0  ,NE,MA,M,2020,47804,06138366000108
2109205,Presidente Juscelino,0  ,NE,MA,M,2020,12734,06003891000116
2109239,Presidente Médici,0  ,NE,MA,M,2020,7015,01612320000165
2109270,Presidente Sarney,0  ,NE,MA,M,2020,18918,01613745000199
2109304,Presidente Vargas,0  ,NE,MA,M,2020,11193,06124739000191
2109403,Primeira Cruz,0  ,NE,MA,M,2020,15315,06240352000109
2109452,Raposa,0  ,NE,MA,M,2020,30761,01612325000198
2109502,Riachão,0  ,NE,MA,M,2020,20195,05282801000100
2109551,Ribamar Fiquene,0  ,NE,MA,M,2020,7791,01598547000101
2109601,Rosário,0  ,NE,MA,M,2020,42740,41479569000169
2109700,Sambaíba,0  ,NE,MA,M,2020,5671,06229397000174
2109759,Santa Filomena do Maranhão,0  ,NE,MA,M,2020,7773,01612632000179
2109809,Santa Helena,0  ,NE,MA,M,2020,42130,06226583000150
2109908,Santa Inês,0  ,NE,MA,M,2020,89044,06198949000124
2110005,Santa Luzia,0  ,NE,MA,M,2020,72667,06191001000147
2110039,Santa Luzia do Paruá,0  ,NE,MA,M,2020,25254,12511093000106
2110104,Santa Quitéria do Maranhão,0  ,NE,MA,M,2020,25642,06232615000120
2110203,Santa Rita,0  ,NE,MA,M,2020,37855,63441836000141
2110237,Santana do Maranhão,0  ,NE,MA,M,2020,13386,01612830000132
2110278,Santo Amaro do Maranhão,0  ,NE,MA,M,2020,15846,01612671000176
2110302,Santo Antônio dos Lopes,0  ,NE,MA,M,2020,14528,06172720000110
2110401,São Benedito do Rio Preto,0  ,NE,MA,M,2020,18663,06398150000181
2110500,São Bento,0  ,NE,MA,M,2020,45211,06214258000177
2110609,São Bernardo,0  ,NE,MA,M,2020,28507,06125389000188
2110658,São Domingos do Azeitão,0  ,NE,MA,M,2020,7392,01612333000134
